tags
Preheat	O
oven	O
to	O
350	O
degrees	O
F	O
(	O
175	O
degrees	O
C	O
)	O
.	O
Lightly	O
coat	O
24	O
mini-muffin	O
cups	O
with	O
cooking	B-FOOD
spray	I-FOOD
.	O
Heat	O
olive	B-FOOD
oil	I-FOOD
in	O
a	O
skillet	O
over	O
medium-low	O
heat	O
.	O
Cook	O
and	O
stir	O
chorizo	B-FOOD
in	O
the	O
hot	B-FOOD
oil	I-FOOD
until	O
golden	O
brown	O
,	O
about	O
4	O
minutes	O
.	O
Stir	O
diced	B-FOOD
potato	I-FOOD
into	O
chorizo	B-FOOD
;	O
increase	O
heat	O
to	O
medium	O
and	O
cook	O
potatoes	B-FOOD
until	O
tender	O
,	O
about	O
10	O
minutes	O
.	O
Season	O
with	O
salt	B-FOOD
and	O
black	B-FOOD
pepper	I-FOOD
.	O
Transfer	O
to	O
a	O
plate	O
lined	O
with	O
paper	O
towels	O
to	O
drain	O
.	O
Sprinkle	O
1	O
to	O
2	O
teaspoons	O
of	O
grated	B-FOOD
cheese	I-FOOD
in	O
the	O
bottom	O
of	O
each	O
muffin	O
cup	O
.	O
Top	O
with	O
1	O
to	O
2	O
tablespoons	O
chorizo	B-FOOD
mixture	I-FOOD
.	O
Beat	O
eggs	B-FOOD
,	O
cayenne	B-FOOD
pepper	I-FOOD
,	O
and	O
1	O
/	O
2	O
teaspoon	O
salt	B-FOOD
in	O
a	O
large	O
bowl	O
until	O
combined	O
.	O
Pour	O
egg	B-FOOD
mixture	I-FOOD
evenly	O
into	O
muffin	O
cups	O
.	O
Lightly	O
tap	O
the	O
pans	O
to	O
remove	O
any	O
air	O
bubbles	O
.	O
Transfer	O
to	O
a	O
baking	O
sheet	O
and	O
top	O
with	O
any	O
remaining	O
cheese	B-FOOD
.	O
Bake	O
in	O
the	O
preheated	O
oven	O
until	O
eggs	B-FOOD
golden	O
brown	O
and	O
just	O
set	O
,	O
about	O
17	O
minutes	O
.	O
Line	O
a	O
large	O
colander	O
with	O
a	O
cheesecloth	O
.	O
Stir	O
salt	B-FOOD
into	O
the	O
yogurt	B-FOOD
,	O
and	O
pour	O
the	O
yogurt	O
into	O
the	O
cheesecloth	O
.	O
Set	O
the	O
colander	O
in	O
the	O
sink	O
or	O
bowl	O
to	O
catch	O
the	O
liquid	B-FOOD
that	O
drains	O
off	O
.	O
Leave	O
to	O
drain	O
for	O
24	O
hours	O
.	O
After	O
draining	O
for	O
the	O
24	O
hours	O
,	O
transfer	O
the	O
resulting	O
cheese	B-FOOD
to	O
a	O
bowl	O
.	O
Stir	O
in	O
the	O
olive	B-FOOD
oil	I-FOOD
.	O
Store	O
in	O
a	O
covered	O
container	O
in	O
the	O
refrigerator	O
.	O
In	O
a	O
medium	O
bowl	O
,	O
beat	O
together	O
cream	B-FOOD
cheese	I-FOOD
,	O
green	B-FOOD
onion	I-FOOD
,	O
lemon	B-FOOD
juice	I-FOOD
,	O
horseradish	B-FOOD
,	O
and	O
cayenne	B-FOOD
.	O
Fold	O
in	O
salmon	B-FOOD
until	O
well	O
blended	O
.	O
Cover	O
,	O
and	O
chill	O
in	O
the	O
refrigerator	O
at	O
least	O
2	O
hours	O
.	O
Shape	O
the	O
cream	B-FOOD
cheese	I-FOOD
and	O
salmon	B-FOOD
mixture	I-FOOD
into	O
a	O
log	O
,	O
approximately	O
8	O
inches	O
long	O
.	O
Roll	O
log	O
in	O
pecans	B-FOOD
and	O
parsley	B-FOOD
to	O
coat	O
.	O
Refrigerate	O
until	O
serving	O
.	O
Preheat	O
oven	O
to	O
425	O
degrees	O
F	O
(	O
220	O
degrees	O
C	O
)	O
.	O
Line	O
a	O
baking	O
sheet	O
with	O
a	O
silicone	O
baking	O
mat	O
.	O
Stir	O
water	B-FOOD
,	O
butter	B-FOOD
,	O
and	O
salt	B-FOOD
together	O
in	O
a	O
pot	O
;	O
bring	O
to	O
a	O
simmer	O
.	O
Reduce	O
heat	O
to	O
medium	O
and	O
whisk	O
flour	B-FOOD
into	O
butter	B-FOOD
mixture	I-FOOD
until	O
a	O
paste-like	B-FOOD
dough	I-FOOD
forms	O
,	O
2	O
to	O
3	O
minutes	O
.	O
Transfer	O
dough	O
to	O
a	O
bowl	O
to	O
cool	O
until	O
warm	O
,	O
5	O
to	O
10	O
minutes	O
.	O
Whisk	O
1	O
egg	B-FOOD
,	O
thyme	B-FOOD
,	O
and	O
black	B-FOOD
pepper	I-FOOD
into	O
cooled	B-FOOD
dough	I-FOOD
until	O
egg	B-FOOD
is	O
completely	O
incorporated	O
.	O
Add	O
remaining	O
egg	O
and	O
whisk	O
until	O
completely	O
incorporated	O
into	O
dough	B-FOOD
.	O
Stir	O
3	O
/	O
4	O
the	O
cheese	B-FOOD
into	O
dough	B-FOOD
until	O
combined	O
.	O
Scoop	O
1-inch	O
balls	O
of	O
dough	O
onto	O
prepared	O
baking	O
sheet	O
.	O
Top	O
each	O
with	O
remaining	O
